ID,Generic Name,Brand Name,Therapeutic Class,Broad Category,Description,Indication
RAW_0801,liraglutide,Saxenda,GLP-1 Receptor Agonist [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Novo. Formulation: Solution for Subcutaneous administration.,Used as a therapeutic agent for indications related to: GLP-1 Receptor Agonist [EPC].
RAW_0802,lisdexamfetamine dimesylate,Vyvanse,Unknown Class,Respiratory & Allergy,"FDA Approved Prescription Drug. Manufactured by Takeda Pharms Usa. Formulation: Tablet, Chewable for Oral administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0803,lisdexamfetamine dimesylate oral,Arynta,Unknown Class,Respiratory & Allergy,FDA Approved Prescription Drug. Manufactured by Azurity. Formulation: Solution for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0804,lisinopril,"Qbrelis, Zestril",Unknown Class,Cardiovascular System,FDA Approved Prescription Drug. Manufactured by Azurity. Formulation: Solution for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0805,lisinopril and hydrochlorothiazide,Zestoretic,Thiazide Diuretic [EPC],Cardiovascular System,FDA Approved Prescription Drug. Manufactured by Almatica. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Thiazide Diuretic [EPC].
RAW_0806,lithium carbonate,Lithobid,Unknown Class,Gastrointestinal System,"FDA Approved Prescription Drug. Manufactured by Ani Pharms. Formulation: Tablet, Extended Release for Oral administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0807,lixisenatide,Adlyxin,Unknown Class,Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Sanofi-Aventis Us. Formulation: Solution for Subcutaneous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0808,lofexidine hydrochloride,Lucemyra,Unknown Class,Respiratory & Allergy,FDA Approved Prescription Drug. Manufactured by Biocorrx Pharms. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0809,lomitapide mesylate,Juxtapid,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Chiesi. Formulation: Capsule for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0810,lomustine,Gleostine,Alkylating Drug [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Azurity. Formulation: Capsule for Oral administration.,Used as a therapeutic agent for indications related to: Alkylating Drug [EPC].
RAW_0811,lonafarnib,Zokinvy,Farnesyltransferase Inhibitor [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Sentynl Theraps Inc. Formulation: Capsule for Oral administration.,Used as a therapeutic agent for indications related to: Farnesyltransferase Inhibitor [EPC].
RAW_0812,lonapegsomatropin,Skytrofa,Recombinant Human Growth Hormone [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Ascendis Pharma Encocrinology Div A/S. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Recombinant Human Growth Hormone [EPC].
RAW_0813,loncastuximab tesirine,Zynlonta,Unknown Class,Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Adc Therapeutics Sa. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0814,lopinavir and ritonavir,Kaletra,Protease Inhibitor [EPC],Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Abbvie. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Protease Inhibitor [EPC].
RAW_0815,loratadine,Claritin,Unknown Class,Respiratory & Allergy,"FDA Approved Prescription Drug. Manufactured by Sun Pharm Inds Ltd. Formulation: Tablet, Orally Disintegrating for Oral administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0816,lorazepam,"Ativan, Loreev Xr",Benzodiazepine [EPC],Central Nervous System,"FDA Approved Prescription Drug. Manufactured by Almatica. Formulation: Capsule, Extended Release for Oral administration.",Used as a therapeutic agent for indications related to: Benzodiazepine [EPC].
RAW_0817,lorlatinib,Lorbrena,Kinase Inhibitor [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Pfizer. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Kinase Inhibitor [EPC].
RAW_0818,losartan potassium,"Arbli, Cozaar",Unknown Class,Cardiovascular System,FDA Approved Prescription Drug. Manufactured by Organon. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0819,loteprednol etabonate,"Eysuvis, Inveltys, Lotemax, Lotemax Sm",Unknown Class,Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Bausch And Lomb Inc. Formulation: Gel for Ophthalmic administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0820,lotilaner ophthalmic solution,Xdemvy,Ectoparasiticide [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Tarsus. Formulation: Solution/Drops for Ophthalmic administration.,Used as a therapeutic agent for indications related to: Ectoparasiticide [EPC].
RAW_0821,loxapine,Adasuve,Unknown Class,Central Nervous System,FDA Approved Prescription Drug. Manufactured by Nova Pneuma. Formulation: Powder for Inhalation administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0822,luliconazole,Luzu,Azole Antifungal [EPC],Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Bausch. Formulation: Cream for Topical administration.,Used as a therapeutic agent for indications related to: Azole Antifungal [EPC].
RAW_0823,lumacaftor and ivacaftor,Orkambi,Cystic Fibrosis Transmembrane Conductance Regulator Potentiator [EPC],Gastrointestinal System,FDA Approved Prescription Drug. Manufactured by Vertex Pharms Inc. Formulation: Granule for Oral administration.,Used as a therapeutic agent for indications related to: Cystic Fibrosis Transmembrane Conductance Regulator Potentiator [EPC].
RAW_0824,lumasiran,Oxlumo,Unknown Class,Gastrointestinal System,FDA Approved Prescription Drug. Manufactured by Alnylam Pharms Inc. Formulation: Solution for Subcutaneous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0825,lumateperone,Caplyta,Atypical Antipsychotic [EPC],Gastrointestinal System,FDA Approved Prescription Drug. Manufactured by Intra-Cellular. Formulation: Capsule for Oral administration.,Used as a therapeutic agent for indications related to: Atypical Antipsychotic [EPC].
RAW_0826,lurasidone hydrochloride,Latuda,Unknown Class,Central Nervous System,FDA Approved Prescription Drug. Manufactured by Sunovion Pharms Inc. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0827,lurbinectedin,Zepzelca,Alkylating Drug [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Jazz. Formulation: Powder for Intravenous administration.,Used as a therapeutic agent for indications related to: Alkylating Drug [EPC].
RAW_0828,luspatercept,Reblozyl,Erythroid Maturation Agent [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Celgene Corp. Formulation: Powder for Subcutaneous administration.,Used as a therapeutic agent for indications related to: Erythroid Maturation Agent [EPC].
RAW_0829,lusutrombopag,Mulpleta,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Vancocin Italia. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0830,macitentan,Opsumit,Endothelin Receptor Antagonist [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Actelion. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Endothelin Receptor Antagonist [EPC].
RAW_0831,macitentan and tadalafil,Opsynvi,Phosphodiesterase 5 Inhibitor [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Actelion. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Phosphodiesterase 5 Inhibitor [EPC].
RAW_0832,mafenide acetate,Sulfamylon,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Rising. Formulation: Cream for Topical administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0833,magnesium chloride,Physiosol In Plastic Container,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Otsuka Icu Medcl. Formulation: Solution for Irrigation administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0834,malathion,Ovide,Cholinesterase Inhibitor [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Suven Pharms. Formulation: Lotion for Topical administration.,Used as a therapeutic agent for indications related to: Cholinesterase Inhibitor [EPC].
RAW_0835,mannitol,"Aridol Bronchial Challenge Test Kit, Bronchitol, Osmitrol",Osmotic Diuretic [EPC],Cardiovascular System,FDA Approved Prescription Drug. Manufactured by Baxter Hlthcare. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Osmotic Diuretic [EPC].
RAW_0836,maralixibat chloride,Livmarli,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Mirum. Formulation: Solution for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0837,maraviroc,Selzentry,CCR5 Co-receptor Antagonist [EPC],Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Viiv Hlthcare. Formulation: Solution for Oral administration.,Used as a therapeutic agent for indications related to: CCR5 Co-receptor Antagonist [EPC].
RAW_0838,margetuximab,Margenza,HER2/neu Receptor Antagonist [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Macrogenics Inc. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: HER2/neu Receptor Antagonist [EPC].
RAW_0839,maribavir,Livtencity,Cytomegalovirus pUL97 Kinase Inhibitor [EPC],Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Takeda Pharms Usa. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Cytomegalovirus pUL97 Kinase Inhibitor [EPC].
RAW_0840,marstacimab,Hympavzi,Unknown Class,Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Pfizer Inc. Formulation: Injectable for Subcutaneous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0841,mavacamten,Camzyos,Cardiac Myosin Inhibitor [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Bristol. Formulation: Capsule for Oral administration.,Used as a therapeutic agent for indications related to: Cardiac Myosin Inhibitor [EPC].
RAW_0842,mavorixafor,Xolremdi,CXC Chemokine Receptor 4 Antagonist [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by X4 Pharms. Formulation: Capsule for Oral administration.,Used as a therapeutic agent for indications related to: CXC Chemokine Receptor 4 Antagonist [EPC].
RAW_0843,mebendazole,"Albendazole, Emverm",Anthelmintic [EPC],Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Zydus Pharms. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Anthelmintic [EPC].
RAW_0844,mebrofenin,Choletec,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Bracco. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0845,mecamylamine hydrochloride,Vecamyl,Unknown Class,Respiratory & Allergy,FDA Approved Prescription Drug. Manufactured by Lgm Pharma. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0846,mecasermin,Increlex,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Ipsen Inc. Formulation: Injectable for Subcutaneous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
